"daa_id","name","address","postal_address","phone","fax","website","email","officer","facilities","access","focus","quantity","enquiries","notes","holdings","guides","references","see_also","last_updated","n_id","public","state"
"171","State Rail Authority of New South Wales","c/- State Records New South Wales, Western Sydney Records Centre, 143 O'Connell Street, Kingswood NSW 2747","As above","(02) 9673-1788","(02) 9833-4518",,,,,,,"2,000m",,,"<ul> <li>State Rail Authority and predecessor agencies: Annual reports 1850-(2.8m); Plans and drawings 1855- (200m); Photographs 1870s- (55m); Personal history cards 1910-1991 (322m); Timetables 1874- (10m); Staff journals 1892- (2.1m); Rolling stock cards 1926-1991 (20m).</li> <li>Sydney Railway Company: Correspondence out 1848-1855 (0.2m).</li> <li>Railways of New South Wales: Correspondence out 1855-1867 (0.3m); Commissioners' minute books 1855-1924 (0.3m); Proclaimed plans 1849-1928 (14m).</li> </ul>","<ul> <li>State Rail Authority of New South Wales Archives Section: <em>Brief Guide to Holdings</em> July 1980.</li> </ul>","<ul> <li>Best, Thomas, 'Working on the Railways' <em>Archives and Manuscripts</em> 15/1 (May 1987):48-55</li> <li>Creevey, Coralie 'Keeping it' <em>Directions in Government</em> (October 1987): 60-62</li> <li>'Archives get `Best' Treatment' <em>State Wide</em> (November 1988): 4</li> </ul>",,"2010-10-11","813","1","NSW"
"172","Strathfield Municipal Council","65 Homebush Road, Strathfield 2135","PO Box 120, Strathfield 2135","(02) 9746-0431","(02) 9764-1034",,,"Town Clerk",,,,,"Records Manager",,,,,,"2010-10-11","814","1","NSW"
"173","Sydney Church of England Co-Educational Grammar School (SCECGS), Redlands","272 Military Road, Cremorne 2090","As above","(02) 9909-3133","(02) 9909-3228",,,"Archivist","Open by appointment. Reference assistance available by mail and by telephone. Copying services for books, journals, original records to A3, photographs, maps and plans.","Advance notice of visit essential. Access to records not normally available for research can be gained with permission from the Executive Headmaster and Council.","SCECGS Archives is primarily composed of past student and staff records. Council minutes in microfiche are held. The activities of the School are reflected in the administrative records, magazines and photographs held. (90% in-house).",,,,"<ul> <li>Student Body: Magazines 1910-1991.</li> <li>School Council: Council minutes c1960-1980.</li> <li>School Administration: Student records 1945-1991; Staff records c1960-1990; Photographs 1910-1991; Map and plans 1920-1991; Administrative records 1945-1991.</li> </ul>",,,,"2010-10-11","815","1","NSW"
"174","SCEGGS Darlinghurst ","215 Forbes Street, Darlinghurst 2010","As above","(02) 9332-1133","(02) 9332-1858",,,"Archivist","Open Tues, Wed & Fri 9am-3pm or by appointment. General reference assistance available.","Advance notice of visit by letter or by telephone required. Access restricted to all official records, except with authorisation of Headmistress.","All School records - especially from ex-staff; memorabilia and uniforms from ex-pupils.","140m (80% in-house).",,"Former: Sydney Church of England Girls' Grammar School","<ul> <li>SCEGGS Council/Board: Minutes, reports, letters etc 1894- (60ft); Records 1945-1976 (30ft).</li> <li>Headmistresses: Reports 1895- .</li> <li>Staff: Records 1895- ; Educational Department: Records (eg Sport, Drama etc) 1895- ; Pupils: School register, records 1895- .</li> <li>Collection of uniforms: Museum 1900- (30ft).</li> <li>Correspondence from old girls/ex staff: Letters 1900- (15ft).</li> <li>Museum: Furniture etc.</li> <li>Memorabilia Collection: Books written by old girls, memoirs etc.</li> </ul>",,"<ul> <li>Reports in all of the following: <em>SCEGGS Staff Year Book</em>; SCEGGS Lux Annual (school magazine); SCEGGS Old Girls Union Newsletter; SCEGGS Trust Magazines.</li> </ul>",,"2011-01-27","816","1","NSW"
"175","Sydney Conservatorium of Music","Level 1, 109 Pitt Street, Sydney 2000","As above","(02) 9230-3701","(02) 9230-3707",,,"Librarian in Charge","Open Mon-Thurs 8:30am - 6pm and Fri 8:30am -5pm; closed Sat, Sun and all of January. Reference assistance available by mail and in person.","Advance notice of visit required.","Material relating to the history of the Sydney Conservatorium of Music from 1916; all materials relating to Conservatorium activities and personnel (staff and students).","36m (90% in-house)",,,"<ul> <li>Sydney Conservatorium: Prospectus 1916- (1m)</li> <li>Concert programmes 1916- (4m)</li> <li>Photographs 1916- (2m)</li> <li>Correspondence 1916- (2m)</li> <li>Maps and plans 1916-(2m)</li> </ul>",,,,"2010-10-11","817","1","NSW"
"176","Sydney Girls' High School Old Girls' Union, Historical Resources Centre","Corner of Anzac Parade and Cleveland Street, Surry Hills 2010","PO Box 44, Surry Hills 2010","(02) 9331-2336",,"http://www.sydneyhigh.org.au/ogu/",,"Archivist","Open Tuesdays 10am-2pm during term. Reference assistance available by mail and in person. Prior notaice required, preferably in writing. Copying services available for books, journals, photographs and newspapers.",,"Memorabilia and information relating to the School and its pupils past and present. In 1983 this School celebrated its centenary and the Historical Resources Centre was set up to record the many famous women who have attended this School including early women graduates. (100% in-house).",,,,,,,,"2010-10-11","818","1","NSW"
"177","The Sydney Grammar School","College Street, Darlinghurst 2010","As above","(02) 9332-5800 / (02) 9332-5833 (direct)","(02) 9332-5866",,,"Archivist","Open Mon, Tues and Fri 9am-3pm; closed school holidays. General reference assistance and general copying services available. Copies of audio and video tapes available.","2-3 days' advance notice of visit required. Closed period of 30 years applies to most records.","Material relevant to the School and its environment including memorabilia; publications by members of the School community.","72m (90% in-house)",,,"<ul> <li>Board of Trustee: Minutes, correspondence 1835- .</li> <li>Headmasters office: Policies, correspondence 1835- .</li> <li>Associated Organisations: Minutes, correspondence.</li> <li>Photographs, press clippings, architectural drawings.</li> </ul>",,"<ul> <li>Benedek, Ily, 'Archives' <em>The Sydneian</em> (Oct 1982): 39-40.</li> </ul>",,"2010-10-11","819","1","NSW"
"178","Sydney Hospital and Sydney Eye Hospital","Macquarie Street, Sydney 2000","GPO Box 1614, Sydney 2001","(02) 9382-7111","(02) 9382-7320",,,"Administrative Officer","Open Mon-Fri 8:30am-5pm by appointment. General reference assistance available. Copying services for books, journals and original records to A3. Referral to paid researchers is available.","Advance notice of visit and proof of identity required. At present Sydney Hospital does not have a funded archival position. A modicum of research support is provided by the Administrative Officer.",,,,,,,,,"2010-10-11","820","1","NSW"
"179","Australian Heritage Fleet (formerly Sydney Heritage Fleet)","Wharf 7, Maritime Heritage Centre, Pirrama Road, Pyrmont NSW 2009","PO Box 262, QVB, Sydney, NSW 1230","(02) 9298-3888","(02) 9298-3839","http://www.austfleet.com",,"Honorary Librarian/Archivist","Open Mon and Tues 9:30am-3:30pm, Thur 10am-3pm and other days by appointment; closed public holidays. General reference assistance available and copying services for books, journals, photographs, newspapers, maps and plans.","Sufficient details required to establish applicants' bona fides. 1 week's advance notice of visit required with proof of identity.","The Sydney Heritage Fleet collects, preserves and displays culturally significant material which documents and interprets our maritime heritage with emphasis on New South Wales, particularly the Sydney region, Port Jackson, Port Botany, Broken Bay and their rivers and tributaries. The Museum actively collects in the following areas:",,,,"<ul> <li>Photographs 1850s-1970</li> <li>Maritime records 1800-1950</li> <li>Ship histories 1800-1900</li> <li>Journals/logs</li> <li>Maritime histories</li> <li>Lloyds records/Registers Aust/NZ shipping registers 1890-1966 (incomplete)</li> </ul>",,,,"2010-10-11","821","1","NSW"
"180","Australian Country Music Foundation","93 Brisbane Street, Tamworth, NSW","PO Box 1842, Tamworth, NSW 2340","(02) 6766-9696","(02) 6766-918","http://www.acmf.org.au","info@acmf.org.au","Bob Kirchner (President)","Open to the public Mon-Sat.10am-2pm","All weather; wheelchair.","Information/material relating to Australian country music.","Subject to discussion/negotiation.","Dee Giles, secretary@acmf.org.au",,,,,,"2010-10-11","822","1","NSW"
"181","Zoological Parks Board of NSW","Bradleys Head Road, Mosman 2088","Taronga Zoo, PO Box 20, Mosman 2088","(02) 9969-2777","(02) 9969-7515",,,"Records Officer (direct 9969 4716)","Open Mon-Fri 9am-5pm. General reference assistance available. Copying services available for books, journals, original records to A3 and photographs.",,"Taronga Zoo holds archives covering its 75 year history.",,,,,,,,"2010-10-11","823","1","NSW"
"182","Wollondilly Heritage Centre","Edward Street, The Oaks NSW 2570 SW 2570","PO Box 16, The Oaks 2570","(02) 4657 1796","(02) 4657 1796","http://www.oaksheritagecentre.com","history@oaksheritagecentre.com","Records Officer",,"Bookings officer for schools and groups: (02) 4657-1224.",,,,,,,,,"2010-10-11","824","1","NSW"
"183","Trinity Grammar School NSW","119 Prospect Rd, Summer Hill 2130 
","<span style=""font-family: 'Times New Roman','serif'; font-size: 12pt"">PO Box 174, Summer Hill, 2130</span> 
","(02) 9581 6074","(02) 9799 9449","www.trinity.nsw.edu.au","afield@trinity.nsw.edu.au","Archivist","<span style=""font-family: 'Times New Roman','serif'; font-size: 12pt"">8.30-4 pm Mon- Fri (including school holidays). </span>
","<span style=""font-size: 12pt""><span style=""font-family: Times New Roman"">Visitors by appointment only.</span></span> 
","<span style=""font-size: 12pt""><span style=""font-family: Times New Roman"">Records, photographs and memorabilia documenting of the history of Trinity Grammar School and associated bodies (P&amp;F, Auxiliary, Society of the Arts, Old Trinitarians Union). </span></span><span style=""font-family: 'Times New Roman','serif'; font-size: 12pt"">Also records of Strathfield Grammar School (1917-1931).</span> 
","approx 170 m","The Archivist",,"<p>
<span style=""font-size: 12pt""><span style=""font-family: Times New Roman"">School Council and Committee minutes and papers (1913-) </span></span><span style=""font-size: 12pt""><span style=""font-family: Times New Roman"">Enrolment Registers (1913-) </span></span><span style=""font-size: 12pt""><span style=""font-family: Times New Roman"">Photographs (1913-) </span></span><span style=""font-size: 12pt""><span style=""font-family: Times New Roman"">Bursar’s records 1918-</span></span><span style=""font-size: 12pt""><span style=""font-family: Times New Roman"">Architectural plans (1930s) -</span></span><span style=""font-size: 12pt""><span style=""font-family: Times New Roman"">Head Master’s papers (1960s-)</span></span> 
</p>
<p>
<span style=""font-family: 'Times New Roman','serif'; font-size: 12pt"">School Publications:<em> </em></span>
</p>
<p>
<span style=""font-family: 'Times New Roman','serif'; font-size: 12pt""><em>The Triangle </em>(1917-); <em>TP</em> - <em>Trinity Prep</em><span>  </span><em>magazine</em> (1968-1990); <em>Trinity Pressings (1991-); The Trinitarian (</em>1927-29, 1958-64),<em> Pastiche (</em>1976-1986)<em>; The Old Trinitarian (</em>1987-95); <em>Trinity News</em> (1970-)</span> 
</p>
",,"<ul>
	<li><span style=""font-family: Times New Roman""><em><span style=""font-size: 12pt"">Trinity, The Daring of Your Name, a history of Trinity Grammar School, Sydney,</span></em><span style=""font-size: 12pt""> P J Heath, (Allen and Unwin, Sydney, 1990).</span></span></li>
</ul>
",,"2010-10-11","825","1","NSW"
